data,hora_utc,hora_simples,temperatura
13/06/2021,1500,15,28.8
13/06/2021,1600,16,30.2
13/06/2021,1700,17,29.8
13/06/2021,1800,18,29.7
13/06/2021,1900,19,27.7
13/06/2021,2000,20,25.7
13/06/2021,2100,21,24.6
13/06/2021,2200,22,23.9
13/06/2021,2300,23,22.2
14/06/2021,0000,00,21.7
14/06/2021,0100,01,21.2
14/06/2021,0200,02,21.1
14/06/2021,0300,03,20.6
14/06/2021,0400,04,20.2
14/06/2021,0500,05,19.5
14/06/2021,0600,06,19.2
14/06/2021,0700,07,18.8
14/06/2021,0800,08,18.6
14/06/2021,0900,09,18.9
14/06/2021,1000,10,21.3
14/06/2021,1100,11,22.8
14/06/2021,1200,12,25.7
14/06/2021,1300,13,27
14/06/2021,1400,14,28.1
14/06/2021,1500,15,27.6
14/06/2021,1600,16,28.4
14/06/2021,1700,17,29.3
14/06/2021,1800,18,28.6
14/06/2021,1900,19,27.9
14/06/2021,2000,20,26.1
14/06/2021,2100,21,24.1
14/06/2021,2200,22,22.9
14/06/2021,2300,23,22.3
15/06/2021,0000,00,21.9
15/06/2021,0100,01,21.6
15/06/2021,0200,02,21.3
15/06/2021,0300,03,21.4
15/06/2021,0400,04,21.3
15/06/2021,0500,05,21.3
15/06/2021,0600,06,21.2
15/06/2021,0700,07,20.9
15/06/2021,0800,08,20.6
15/06/2021,0900,09,20.8
15/06/2021,1000,10,21.3
15/06/2021,1100,11,22.8
15/06/2021,1200,12,23.1
15/06/2021,1300,13,23.5
15/06/2021,1400,14,25.1
15/06/2021,1500,15,27
15/06/2021,1600,16,27.8
15/06/2021,1700,17,28.2
15/06/2021,1800,18,28.5
15/06/2021,1900,19,27
15/06/2021,2000,20,25.9
15/06/2021,2100,21,24.2
15/06/2021,2200,22,23.4
15/06/2021,2300,23,22.9
16/06/2021,0000,00,22.4
16/06/2021,0100,01,22.2
16/06/2021,0200,02,21.8
16/06/2021,0300,03,21.5
16/06/2021,0400,04,21.6
16/06/2021,0500,05,21.4
16/06/2021,0600,06,21.1
16/06/2021,0700,07,21.2
16/06/2021,0800,08,20.6
16/06/2021,0900,09,20.7
16/06/2021,1000,10,21.9
16/06/2021,1100,11,22.9
16/06/2021,1200,12,24
16/06/2021,1300,13,24.2
16/06/2021,1400,14,25.3
16/06/2021,1500,15,25.5
16/06/2021,1600,16,26.7
16/06/2021,1700,17,26.6
16/06/2021,1800,18,27
16/06/2021,1900,19,26.6
16/06/2021,2000,20,25.7
16/06/2021,2100,21,24.4
16/06/2021,2200,22,23.4
16/06/2021,2300,23,22.6
17/06/2021,0000,00,22.4
17/06/2021,0100,01,22.2
17/06/2021,0200,02,21.7
17/06/2021,0300,03,21.5
17/06/2021,0400,04,21.6
17/06/2021,0500,05,21.6
17/06/2021,0600,06,21.7
17/06/2021,0700,07,20.9
17/06/2021,0800,08,20.7
17/06/2021,0900,09,21
17/06/2021,1000,10,21.8
17/06/2021,1100,11,22.8
17/06/2021,1200,12,24.7
17/06/2021,1300,13,25.9
17/06/2021,1400,14,27
17/06/2021,1500,15,28.5
17/06/2021,1600,16,28.3
17/06/2021,1700,17,29.6
17/06/2021,1800,18,28.9
17/06/2021,1900,19,28.4
17/06/2021,2000,20,26.6
17/06/2021,2100,21,24.7
17/06/2021,2200,22,23.8
17/06/2021,2300,23,23
18/06/2021,0000,00,22.6
18/06/2021,0100,01,22.3
18/06/2021,0200,02,22.1
18/06/2021,0300,03,21.9
18/06/2021,0400,04,21.5
18/06/2021,0500,05,21.2
18/06/2021,0600,06,21
18/06/2021,0700,07,21.3
18/06/2021,0800,08,20.4
18/06/2021,0900,09,20.5
18/06/2021,1000,10,21.4
18/06/2021,1100,11,21.9
18/06/2021,1200,12,22.9
18/06/2021,1300,13,22.2
18/06/2021,1400,14,20.9
18/06/2021,1500,15,21.4
18/06/2021,1600,16,21
18/06/2021,1700,17,23
18/06/2021,1800,18,24.4
18/06/2021,1900,19,24.2
18/06/2021,2000,20,23.1
18/06/2021,2100,21,22.5
18/06/2021,2200,22,21.8
18/06/2021,2300,23,21.7
19/06/2021,0000,00,21.7
19/06/2021,0100,01,21.4
19/06/2021,0200,02,21.1
19/06/2021,0300,03,21.3
19/06/2021,0400,04,20.9
19/06/2021,0500,05,20.5
19/06/2021,0600,06,20.3
19/06/2021,0700,07,20
19/06/2021,0800,08,19.7
19/06/2021,0900,09,19.8
19/06/2021,1000,10,20.8
19/06/2021,1100,11,22.4
19/06/2021,1200,12,23.6
19/06/2021,1300,13,24.8
19/06/2021,1400,14,24.8
19/06/2021,1500,15,24
19/06/2021,1600,16,24.2
19/06/2021,1700,17,25.2
19/06/2021,1800,18,24.5
19/06/2021,1900,19,22.8
19/06/2021,2000,20,20.9
19/06/2021,2100,21,20.4
19/06/2021,2200,22,20.6
19/06/2021,2300,23,21.1
20/06/2021,0000,00,21.4
20/06/2021,0100,01,21.2
20/06/2021,0200,02,20.9
20/06/2021,0300,03,20
20/06/2021,0400,04,19.8
20/06/2021,0500,05,19.3
20/06/2021,0600,06,19.3
20/06/2021,0700,07,19.1
20/06/2021,0800,08,18.8
20/06/2021,0900,09,19.3
20/06/2021,1000,10,21.7
20/06/2021,1100,11,23.7
20/06/2021,1200,12,25.5
20/06/2021,1300,13,26.2
20/06/2021,1400,14,26.2
20/06/2021,1500,15,27.1
20/06/2021,1600,16,26.9
20/06/2021,1700,17,24.7
20/06/2021,1800,18,25.2
20/06/2021,1900,19,24.7
20/06/2021,2000,20,23.8
20/06/2021,2100,21,23.2
20/06/2021,2200,22,23
20/06/2021,2300,23,22.2
21/06/2021,0000,00,21.7
21/06/2021,0100,01,21.1
21/06/2021,0200,02,20.7
21/06/2021,0300,03,21
21/06/2021,0400,04,21.1
21/06/2021,0500,05,20.3
21/06/2021,0600,06,20.5
21/06/2021,0700,07,20.5
21/06/2021,0800,08,20.7
21/06/2021,0900,09,20.8
21/06/2021,1000,10,21.8
21/06/2021,1100,11,22.5
21/06/2021,1200,12,24.7
21/06/2021,1300,13,26.4
21/06/2021,1400,14,26.4
21/06/2021,1500,15,27.2
21/06/2021,1600,16,27.9
21/06/2021,1700,17,27.8
21/06/2021,1800,18,27.5
21/06/2021,1900,19,26.9
21/06/2021,2000,20,24.8
21/06/2021,2100,21,23.3
21/06/2021,2200,22,22.4
21/06/2021,2300,23,21.6
22/06/2021,0000,00,21.4
22/06/2021,0100,01,21.3
22/06/2021,0200,02,21.1
22/06/2021,0300,03,21.1
22/06/2021,0400,04,21
22/06/2021,0500,05,20.9
22/06/2021,0600,06,20.8
22/06/2021,0700,07,20.8
22/06/2021,0800,08,20.7
22/06/2021,0900,09,20.5
22/06/2021,1000,10,21.2
22/06/2021,1100,11,21.9
22/06/2021,1200,12,24.7
22/06/2021,1300,13,26.4
22/06/2021,1400,14,27.4
22/06/2021,1500,15,28.2
22/06/2021,1600,16,28.8
22/06/2021,1700,17,27.4
22/06/2021,1800,18,28.2
22/06/2021,1900,19,26.8
22/06/2021,2000,20,25.7
22/06/2021,2100,21,24.8
22/06/2021,2200,22,23.8
22/06/2021,2300,23,22.3
23/06/2021,0000,00,22.7
23/06/2021,0100,01,22
23/06/2021,0200,02,21.5
23/06/2021,0300,03,21.1
23/06/2021,0400,04,20.9
23/06/2021,0500,05,20.7
23/06/2021,0600,06,20.4
23/06/2021,0700,07,20.3
23/06/2021,0800,08,20
23/06/2021,0900,09,20.2
23/06/2021,1000,10,22.2
23/06/2021,1100,11,23.7
23/06/2021,1200,12,24
23/06/2021,1300,13,25.7
23/06/2021,1400,14,23.8
23/06/2021,1500,15,26.1
23/06/2021,1600,16,26.3
23/06/2021,1700,17,27.4
23/06/2021,1800,18,27
23/06/2021,1900,19,25.8
23/06/2021,2000,20,24.9
23/06/2021,2100,21,24.1
23/06/2021,2200,22,22.8
23/06/2021,2300,23,22.1
24/06/2021,0000,00,20.8
24/06/2021,0100,01,21.4
24/06/2021,0200,02,21.3
24/06/2021,0300,03,21.2
24/06/2021,0400,04,21.2
24/06/2021,0500,05,20.7
24/06/2021,0600,06,20.7
24/06/2021,0700,07,20.7
24/06/2021,0800,08,20.6
24/06/2021,0900,09,20.7
24/06/2021,1000,10,21.2
24/06/2021,1100,11,22
24/06/2021,1200,12,22.3
24/06/2021,1300,13,22
24/06/2021,1400,14,21.3
24/06/2021,1500,15,21.4
24/06/2021,1600,16,20.4
24/06/2021,1700,17,20.8
24/06/2021,1800,18,21
24/06/2021,1900,19,20.9
24/06/2021,2000,20,20.5
24/06/2021,2100,21,20.5
24/06/2021,2200,22,20.1
24/06/2021,2300,23,20.1
25/06/2021,0000,00,20
25/06/2021,0100,01,19.9
25/06/2021,0200,02,20
25/06/2021,0300,03,19.4
25/06/2021,0400,04,19.4
25/06/2021,0500,05,19.5
25/06/2021,0600,06,19.3
25/06/2021,0700,07,19.1
25/06/2021,0800,08,19
25/06/2021,0900,09,19.3
25/06/2021,1000,10,20.7
25/06/2021,1100,11,21.8
25/06/2021,1200,12,23.4
25/06/2021,1300,13,24.8
25/06/2021,1400,14,25.1
25/06/2021,1500,15,25.2
25/06/2021,1600,16,25.7
25/06/2021,1700,17,25.7
25/06/2021,1800,18,25.6
25/06/2021,1900,19,23.8
25/06/2021,2000,20,23.2
25/06/2021,2100,21,21.9
25/06/2021,2200,22,21.3
25/06/2021,2300,23,20.7
26/06/2021,0000,00,20.5
26/06/2021,0100,01,20.1
26/06/2021,0200,02,20.1
26/06/2021,0300,03,19.7
26/06/2021,0400,04,19.3
26/06/2021,0500,05,18.8
26/06/2021,0600,06,18.2
26/06/2021,0700,07,17.6
26/06/2021,0800,08,17.4
26/06/2021,0900,09,17.8
26/06/2021,1000,10,19.6
26/06/2021,1100,11,21.7
26/06/2021,1200,12,23.9
26/06/2021,1300,13,24.6
26/06/2021,1400,14,26.2
26/06/2021,1500,15,26.8
26/06/2021,1600,16,27.7
26/06/2021,1700,17,27.9
26/06/2021,1800,18,27.2
26/06/2021,1900,19,27
26/06/2021,2000,20,25.7
26/06/2021,2100,21,24
26/06/2021,2200,22,22.9
26/06/2021,2300,23,21.9
27/06/2021,0000,00,21.2
27/06/2021,0100,01,20.7
27/06/2021,0200,02,20.2
27/06/2021,0300,03,19.2
27/06/2021,0400,04,18.9
27/06/2021,0500,05,18.2
27/06/2021,0600,06,18
27/06/2021,0700,07,17.8
27/06/2021,0800,08,17.5
27/06/2021,0900,09,17.6
27/06/2021,1000,10,19
27/06/2021,1100,11,20.5
27/06/2021,1200,12,22.7
27/06/2021,1300,13,24.9
27/06/2021,1400,14,25.7
27/06/2021,1500,15,26.3
27/06/2021,1600,16,26.9
27/06/2021,1700,17,27
27/06/2021,1800,18,26.7
27/06/2021,1900,19,26.4
27/06/2021,2000,20,23.8
27/06/2021,2100,21,22.6
27/06/2021,2200,22,21.8
27/06/2021,2300,23,21
28/06/2021,0000,00,20.2
28/06/2021,0100,01,20
28/06/2021,0200,02,19.5
28/06/2021,0300,03,18.6
28/06/2021,0400,04,18.7
28/06/2021,0500,05,18.6
28/06/2021,0600,06,18.9
28/06/2021,0700,07,19.2
28/06/2021,0800,08,18.4
28/06/2021,0900,09,18.4
28/06/2021,1000,10,19.9
28/06/2021,1100,11,22.3
28/06/2021,1200,12,24.4
28/06/2021,1300,13,23.9
28/06/2021,1400,14,26.1
28/06/2021,1500,15,26.6
28/06/2021,1600,16,27.5
28/06/2021,1700,17,26.9
28/06/2021,1800,18,27.4
28/06/2021,1900,19,25.5
28/06/2021,2000,20,24
28/06/2021,2100,21,23
28/06/2021,2200,22,22.2
28/06/2021,2300,23,21.5
29/06/2021,0000,00,20.7
29/06/2021,0100,01,20.1
29/06/2021,0200,02,19.6
29/06/2021,0300,03,19.2
29/06/2021,0400,04,18.9
29/06/2021,0500,05,18.2
29/06/2021,0600,06,17.8
29/06/2021,0700,07,17.4
29/06/2021,0800,08,17.3
29/06/2021,0900,09,17.4
29/06/2021,1000,10,19.6
29/06/2021,1100,11,21.8
29/06/2021,1200,12,24.1
29/06/2021,1300,13,25.7
29/06/2021,1400,14,27.2
29/06/2021,1500,15,27.9
29/06/2021,1600,16,28.2
29/06/2021,1700,17,27.5
29/06/2021,1800,18,27.1
29/06/2021,1900,19,26.3
29/06/2021,2000,20,24.8
29/06/2021,2100,21,23.9
29/06/2021,2200,22,22.9
29/06/2021,2300,23,22
30/06/2021,0000,00,21.6
30/06/2021,0100,01,21.5
30/06/2021,0200,02,21.3
30/06/2021,0300,03,21
30/06/2021,0400,04,20.8
30/06/2021,0500,05,20.8
30/06/2021,0600,06,20.6
30/06/2021,0700,07,20.6
30/06/2021,0800,08,20.7
30/06/2021,0900,09,20.7
30/06/2021,1000,10,21.3
30/06/2021,1100,11,22.2
30/06/2021,1200,12,23.2
30/06/2021,1300,13,24.5
30/06/2021,1400,14,24.4
30/06/2021,1500,15,23.8
30/06/2021,1600,16,25.3
30/06/2021,1700,17,24.2
30/06/2021,1800,18,22.7
30/06/2021,1900,19,20.7
30/06/2021,2000,20,20.9
30/06/2021,2100,21,21.2
30/06/2021,2200,22,21.5
30/06/2021,2300,23,21.2
01/07/2021,0000,00,21
01/07/2021,0100,01,21.1
01/07/2021,0200,02,21.2
01/07/2021,0300,03,21
01/07/2021,0400,04,20.9
01/07/2021,0500,05,20.9
01/07/2021,0600,06,20.8
01/07/2021,0700,07,20.9
01/07/2021,0800,08,21
01/07/2021,0900,09,21
01/07/2021,1000,10,21.1
01/07/2021,1100,11,21.6
01/07/2021,1200,12,22
01/07/2021,1300,13,23.2
01/07/2021,1400,14,22.8
01/07/2021,1500,15,24.2
01/07/2021,1600,16,22.6
01/07/2021,1700,17,23.4
01/07/2021,1800,18,22.2
01/07/2021,1900,19,22.2
01/07/2021,2000,20,21.9
01/07/2021,2100,21,21.8
01/07/2021,2200,22,21.6
01/07/2021,2300,23,20.9
02/07/2021,0000,00,20.8
02/07/2021,0100,01,21
02/07/2021,0200,02,20.9
02/07/2021,0300,03,20.8
02/07/2021,0400,04,20.8
02/07/2021,0500,05,20.7
02/07/2021,0600,06,20.6
02/07/2021,0700,07,20.5
02/07/2021,0800,08,20.5
02/07/2021,0900,09,20.8
02/07/2021,1000,10,21.5
02/07/2021,1100,11,22.4
02/07/2021,1200,12,23.8
02/07/2021,1300,13,24.4
02/07/2021,1400,14,24.7
02/07/2021,1500,15,26.6
02/07/2021,1600,16,26
02/07/2021,1700,17,27.1
02/07/2021,1800,18,26.8
02/07/2021,1900,19,26.4
02/07/2021,2000,20,24.8
02/07/2021,2100,21,23.6
02/07/2021,2200,22,22.7
02/07/2021,2300,23,22.3
03/07/2021,0000,00,22
03/07/2021,0100,01,21.5
03/07/2021,0200,02,20.9
03/07/2021,0300,03,20.6
03/07/2021,0400,04,20.4
03/07/2021,0500,05,20.4
03/07/2021,0600,06,20.1
03/07/2021,0700,07,20
03/07/2021,0800,08,19.7
03/07/2021,0900,09,19.8
03/07/2021,1000,10,20.7
03/07/2021,1100,11,21.6
03/07/2021,1200,12,23
03/07/2021,1300,13,23.2
03/07/2021,1400,14,21.8
03/07/2021,1500,15,21.9
03/07/2021,1600,16,22.1
03/07/2021,1700,17,23.8
03/07/2021,1800,18,21.1
03/07/2021,1900,19,20.4
03/07/2021,2000,20,20.1
03/07/2021,2100,21,20.1
03/07/2021,2200,22,20.5
03/07/2021,2300,23,19.8
04/07/2021,0000,00,20
04/07/2021,0100,01,20
04/07/2021,0200,02,20
04/07/2021,0300,03,19.6
04/07/2021,0400,04,19.6
04/07/2021,0500,05,19.3
04/07/2021,0600,06,19
04/07/2021,0700,07,18.9
04/07/2021,0800,08,19.1
04/07/2021,0900,09,19.3
04/07/2021,1000,10,20.2
04/07/2021,1100,11,22.1
04/07/2021,1200,12,22.3
04/07/2021,1300,13,24.1
04/07/2021,1400,14,24.2
04/07/2021,1500,15,24.9
04/07/2021,1600,16,25.4
04/07/2021,1700,17,25.7
04/07/2021,1800,18,24.7
04/07/2021,1900,19,24.3
04/07/2021,2000,20,23.5
04/07/2021,2100,21,22.7
04/07/2021,2200,22,21.6
04/07/2021,2300,23,21.1
05/07/2021,0000,00,20.6
05/07/2021,0100,01,20.3
05/07/2021,0200,02,20.1
05/07/2021,0300,03,19.9
05/07/2021,0400,04,19.7
05/07/2021,0500,05,19.5
05/07/2021,0600,06,19.3
05/07/2021,0700,07,19
05/07/2021,0800,08,19.1
05/07/2021,0900,09,19.5
05/07/2021,1000,10,20.4
05/07/2021,1100,11,21.8
05/07/2021,1200,12,24.1
05/07/2021,1300,13,25.7
05/07/2021,1400,14,26.1
05/07/2021,1500,15,26.7
05/07/2021,1600,16,26.8
05/07/2021,1700,17,26.4
05/07/2021,1800,18,26.9
05/07/2021,1900,19,24.9
05/07/2021,2000,20,23.8
05/07/2021,2100,21,22.9
05/07/2021,2200,22,22.1
05/07/2021,2300,23,21.7
06/07/2021,0000,00,21.5
06/07/2021,0100,01,21.2
06/07/2021,0200,02,20.9
06/07/2021,0300,03,20.9
06/07/2021,0400,04,20.5
06/07/2021,0500,05,20.2
06/07/2021,0600,06,19.6
06/07/2021,0700,07,19.6
06/07/2021,0800,08,19.5
06/07/2021,0900,09,19.3
06/07/2021,1000,10,20.6
06/07/2021,1100,11,22
06/07/2021,1200,12,24
06/07/2021,1300,13,25.3
06/07/2021,1400,14,27.4
06/07/2021,1500,15,27.9
06/07/2021,1600,16,27.8
06/07/2021,1700,17,28.2
06/07/2021,1800,18,27.7
06/07/2021,1900,19,26.6
06/07/2021,2000,20,25.4
06/07/2021,2100,21,23.6
06/07/2021,2200,22,22.4
06/07/2021,2300,23,21.9
07/07/2021,0000,00,21.3
07/07/2021,0100,01,20.9
07/07/2021,0200,02,20.6
07/07/2021,0300,03,20.3
07/07/2021,0400,04,20.5
07/07/2021,0500,05,20.3
07/07/2021,0600,06,20.3
07/07/2021,0700,07,20.2
07/07/2021,0800,08,20
07/07/2021,0900,09,20.2
07/07/2021,1000,10,20.7
07/07/2021,1100,11,22.7
07/07/2021,1200,12,24.2
07/07/2021,1300,13,25.5
07/07/2021,1400,14,26.7
07/07/2021,1500,15,27.3
07/07/2021,1600,16,28.1
07/07/2021,1700,17,27.5
07/07/2021,1800,18,27.2
07/07/2021,1900,19,26.5
07/07/2021,2000,20,25.2
07/07/2021,2100,21,23.8
07/07/2021,2200,22,22.7
07/07/2021,2300,23,21.9
08/07/2021,0000,00,21.3
08/07/2021,0100,01,21.1
08/07/2021,0200,02,20.4
08/07/2021,0300,03,20
08/07/2021,0400,04,19.2
08/07/2021,0500,05,19.1
08/07/2021,0600,06,18.9
08/07/2021,0700,07,19
08/07/2021,0800,08,18.7
08/07/2021,0900,09,19
08/07/2021,1000,10,20.5
08/07/2021,1100,11,22.5
08/07/2021,1200,12,23.7
08/07/2021,1300,13,25.9
08/07/2021,1400,14,26.3
08/07/2021,1500,15,26.8
08/07/2021,1600,16,27
08/07/2021,1700,17,27.3
08/07/2021,1800,18,25.6
08/07/2021,1900,19,24.7
08/07/2021,2000,20,23.5
08/07/2021,2100,21,22.7
08/07/2021,2200,22,22.4
08/07/2021,2300,23,21.7
09/07/2021,0000,00,21.4
09/07/2021,0100,01,21.2
09/07/2021,0200,02,20.9
09/07/2021,0300,03,20.8
09/07/2021,0400,04,20.7
09/07/2021,0500,05,20.5
09/07/2021,0600,06,20.2
09/07/2021,0700,07,20.2
09/07/2021,0800,08,20
09/07/2021,0900,09,20.3
09/07/2021,1000,10,21.2
09/07/2021,1100,11,22.3
09/07/2021,1200,12,24.3
09/07/2021,1300,13,24.9
09/07/2021,1400,14,26.2
09/07/2021,1500,15,27.3
09/07/2021,1600,16,27.6
09/07/2021,1700,17,27.1
09/07/2021,1800,18,27
09/07/2021,1900,19,26.1
09/07/2021,2000,20,24.9
09/07/2021,2100,21,23.6
09/07/2021,2200,22,22.6
09/07/2021,2300,23,21.9
10/07/2021,0000,00,21.3
10/07/2021,0100,01,20.9
10/07/2021,0200,02,20.8
10/07/2021,0300,03,20.8
10/07/2021,0400,04,20.5
10/07/2021,0500,05,20.3
10/07/2021,0600,06,20.2
10/07/2021,0700,07,20.3
10/07/2021,0800,08,20.3
10/07/2021,0900,09,20.2
10/07/2021,1000,10,21.4
10/07/2021,1100,11,22.4
10/07/2021,1200,12,24.5
10/07/2021,1300,13,25.5
10/07/2021,1400,14,26.8
10/07/2021,1500,15,27.3
10/07/2021,1600,16,27.9
10/07/2021,1700,17,26.5
10/07/2021,1800,18,26.6
10/07/2021,1900,19,25.2
10/07/2021,2000,20,23.9
10/07/2021,2100,21,23.3
10/07/2021,2200,22,22.2
10/07/2021,2300,23,21.8
11/07/2021,0000,00,21.9
11/07/2021,0100,01,21.8
11/07/2021,0200,02,21.4
11/07/2021,0300,03,20.9
11/07/2021,0400,04,20.5
11/07/2021,0500,05,20.5
11/07/2021,0600,06,20.4
11/07/2021,0700,07,20.4
11/07/2021,0800,08,20.3
11/07/2021,0900,09,20.1
11/07/2021,1000,10,20.6
11/07/2021,1100,11,22.4
11/07/2021,1200,12,23.9
11/07/2021,1300,13,25.6
11/07/2021,1400,14,21.9
11/07/2021,1500,15,27.7
11/07/2021,1600,16,27.9
11/07/2021,1700,17,27.3
11/07/2021,1800,18,26.3
11/07/2021,1900,19,25.5
11/07/2021,2000,20,24.9
11/07/2021,2100,21,23.6
11/07/2021,2200,22,22.5
11/07/2021,2300,23,21.6
12/07/2021,0000,00,21.1
12/07/2021,0100,01,20.9
12/07/2021,0200,02,20.7
12/07/2021,0300,03,20.2
12/07/2021,0400,04,20.1
12/07/2021,0500,05,20.2
12/07/2021,0600,06,20.3
12/07/2021,0700,07,20.3
12/07/2021,0800,08,20.3
12/07/2021,0900,09,20.4
12/07/2021,1000,10,21.1
12/07/2021,1100,11,22
12/07/2021,1200,12,23
12/07/2021,1300,13,25.4
12/07/2021,1400,14,25.1
12/07/2021,1500,15,24.6
12/07/2021,1600,16,26.1
12/07/2021,1700,17,26.5
12/07/2021,1800,18,26.3
12/07/2021,1900,19,25.2
12/07/2021,2000,20,23.9
12/07/2021,2100,21,22.9
12/07/2021,2200,22,22.1
12/07/2021,2300,23,21.3
13/07/2021,0000,00,20.9
13/07/2021,0100,01,20.7
13/07/2021,0200,02,20.6
13/07/2021,0300,03,20.3
13/07/2021,0400,04,19.9
13/07/2021,0500,05,19.6
13/07/2021,0600,06,19.6
13/07/2021,0700,07,19.7
13/07/2021,0800,08,19.4
13/07/2021,0900,09,19.6
13/07/2021,1000,10,20.4
13/07/2021,1100,11,21.6
13/07/2021,1200,12,23.3
13/07/2021,1300,13,24.9
13/07/2021,1400,14,25.8
13/07/2021,1500,15,25.9
13/07/2021,1600,16,26.3
13/07/2021,1700,17,27.5
13/07/2021,1800,18,27
13/07/2021,1900,19,25.8
13/07/2021,2000,20,24.6
13/07/2021,2100,21,23.2
13/07/2021,2200,22,22.1
13/07/2021,2300,23,21.3
14/07/2021,0000,00,20.9
14/07/2021,0100,01,20.4
14/07/2021,0200,02,20
14/07/2021,0300,03,19.6
14/07/2021,0400,04,19
14/07/2021,0500,05,19.1
14/07/2021,0600,06,19.4
14/07/2021,0700,07,19.4
14/07/2021,0800,08,19.1
14/07/2021,0900,09,19.5
14/07/2021,1000,10,21
14/07/2021,1100,11,22.1
14/07/2021,1200,12,23.1
14/07/2021,1300,13,25.4
14/07/2021,1400,14,25.8
14/07/2021,1500,15,26.5
14/07/2021,1600,16,28.2
14/07/2021,1700,17,27.3
14/07/2021,1800,18,27
14/07/2021,1900,19,25.7
14/07/2021,2000,20,23.1
14/07/2021,2100,21,21.9
14/07/2021,2200,22,21.6
14/07/2021,2300,23,21.3
15/07/2021,0000,00,21.5
15/07/2021,0100,01,20.6
15/07/2021,0200,02,20.8
15/07/2021,0300,03,20.8
15/07/2021,0400,04,20.7
15/07/2021,0500,05,20.5
15/07/2021,0600,06,20.4
15/07/2021,0700,07,20.5
15/07/2021,0800,08,20.1
15/07/2021,0900,09,20.2
15/07/2021,1000,10,20.4
15/07/2021,1100,11,21.7
15/07/2021,1200,12,22.7
15/07/2021,1300,13,24.2
15/07/2021,1400,14,24.9
15/07/2021,1500,15,26.4
15/07/2021,1600,16,27.9
15/07/2021,1700,17,27.3
15/07/2021,1800,18,27.5
15/07/2021,1900,19,27
15/07/2021,2000,20,25.4
15/07/2021,2100,21,24.1
15/07/2021,2200,22,23.1
15/07/2021,2300,23,22.3
16/07/2021,0000,00,21.8
16/07/2021,0100,01,21.1
16/07/2021,0200,02,20.9
16/07/2021,0300,03,20.7
16/07/2021,0400,04,20.7
16/07/2021,0500,05,20.5
16/07/2021,0600,06,20.4
16/07/2021,0700,07,20.5
16/07/2021,0800,08,20.3
16/07/2021,0900,09,20.4
16/07/2021,1000,10,21
16/07/2021,1100,11,22.8
16/07/2021,1200,12,22.9
16/07/2021,1300,13,23.8
16/07/2021,1400,14,24.9
16/07/2021,1500,15,25.9
16/07/2021,1600,16,25.4
16/07/2021,1700,17,25.5
16/07/2021,1800,18,25.1
16/07/2021,1900,19,24.6
16/07/2021,2000,20,23.6
16/07/2021,2100,21,22.5
16/07/2021,2200,22,22.1
16/07/2021,2300,23,21.7
17/07/2021,0000,00,21.2
17/07/2021,0100,01,21.1
17/07/2021,0200,02,21.2
17/07/2021,0300,03,21.2
17/07/2021,0400,04,21.1
17/07/2021,0500,05,21
17/07/2021,0600,06,21
17/07/2021,0700,07,20.8
17/07/2021,0800,08,20.5
17/07/2021,0900,09,20.7
17/07/2021,1000,10,21.2
17/07/2021,1100,11,22.1
17/07/2021,1200,12,22.9
17/07/2021,1300,13,22.4
17/07/2021,1400,14,22.2
17/07/2021,1500,15,24.9
17/07/2021,1600,16,24.4
17/07/2021,1700,17,24
17/07/2021,1800,18,23.1
17/07/2021,1900,19,22.6
17/07/2021,2000,20,21.5
17/07/2021,2100,21,21.4
17/07/2021,2200,22,21.1
17/07/2021,2300,23,21
18/07/2021,0000,00,20.9
18/07/2021,0100,01,20.9
18/07/2021,0200,02,20.8
18/07/2021,0300,03,20.6
18/07/2021,0400,04,20.6
18/07/2021,0500,05,20.5
18/07/2021,0600,06,20.5
18/07/2021,0700,07,20.4
18/07/2021,0800,08,20.3
18/07/2021,0900,09,20.5
18/07/2021,1000,10,22.5
18/07/2021,1100,11,23
18/07/2021,1200,12,25.2
18/07/2021,1300,13,26.4
18/07/2021,1400,14,26.9
18/07/2021,1500,15,26.8
18/07/2021,1600,16,26.7
18/07/2021,1700,17,26.7
18/07/2021,1800,18,26.7
18/07/2021,1900,19,26.3
18/07/2021,2000,20,25.4
18/07/2021,2100,21,24.6
18/07/2021,2200,22,23.8
18/07/2021,2300,23,22.8
19/07/2021,0000,00,22.1
19/07/2021,0100,01,21.4
19/07/2021,0200,02,21.1
19/07/2021,0300,03,20.6
19/07/2021,0400,04,20.2
19/07/2021,0500,05,19.7
19/07/2021,0600,06,19.3
19/07/2021,0700,07,18.9
19/07/2021,0800,08,18.7
19/07/2021,0900,09,19.2
19/07/2021,1000,10,20.9
19/07/2021,1100,11,23.5
19/07/2021,1200,12,25.1
19/07/2021,1300,13,26.8
19/07/2021,1400,14,26.5
19/07/2021,1500,15,26
19/07/2021,1600,16,26.2
19/07/2021,1700,17,26
19/07/2021,1800,18,24.4
19/07/2021,1900,19,23.4
19/07/2021,2000,20,23
19/07/2021,2100,21,22.4
19/07/2021,2200,22,21.4
19/07/2021,2300,23,20.9
20/07/2021,0000,00,20.8
20/07/2021,0100,01,20.6
20/07/2021,0200,02,20.7
20/07/2021,0300,03,20.8
20/07/2021,0400,04,20.8
20/07/2021,0500,05,20.7
20/07/2021,0600,06,20.6
20/07/2021,0700,07,20.5
20/07/2021,0800,08,20.6
20/07/2021,0900,09,20.6
