data,hora_utc,hora_simples,temperatura
26/08/2021,0400,04,20.2
26/08/2021,0500,05,19.9
26/08/2021,0600,06,19.7
26/08/2021,0700,07,19.8
26/08/2021,0800,08,19.3
26/08/2021,0900,09,19.9
26/08/2021,1000,10,20.8
26/08/2021,1100,11,22.2
26/08/2021,1200,12,21.6
26/08/2021,1300,13,25.3
26/08/2021,1400,14,26
26/08/2021,1500,15,27.1
26/08/2021,1600,16,27.9
26/08/2021,1700,17,27.9
26/08/2021,1800,18,25.8
26/08/2021,1900,19,25.3
26/08/2021,2000,20,23.6
26/08/2021,2100,21,22.5
26/08/2021,2200,22,21.9
26/08/2021,2300,23,21.4
27/08/2021,0000,00,20.9
27/08/2021,0100,01,20.5
27/08/2021,0200,02,20.4
27/08/2021,0300,03,20.1
27/08/2021,0400,04,20.3
27/08/2021,0500,05,20.2
27/08/2021,0600,06,20.1
27/08/2021,0700,07,20.1
27/08/2021,0800,08,20.1
27/08/2021,0900,09,20.6
27/08/2021,1000,10,21.9
27/08/2021,1100,11,23.2
27/08/2021,1200,12,24.3
27/08/2021,1300,13,25
27/08/2021,1400,14,25.6
27/08/2021,1500,15,26.5
27/08/2021,1600,16,27.3
27/08/2021,1700,17,27.5
27/08/2021,1800,18,26.3
27/08/2021,1900,19,26.1
27/08/2021,2000,20,24.1
27/08/2021,2100,21,22.6
27/08/2021,2200,22,21.7
27/08/2021,2300,23,20.9
28/08/2021,0000,00,20.5
28/08/2021,0100,01,20.2
28/08/2021,0200,02,20
28/08/2021,0300,03,20.1
28/08/2021,0400,04,19.9
28/08/2021,0500,05,19.8
28/08/2021,0600,06,19.9
28/08/2021,0700,07,19.9
28/08/2021,0800,08,19.9
28/08/2021,0900,09,20.7
28/08/2021,1000,10,22.7
28/08/2021,1100,11,24.5
28/08/2021,1200,12,26.6
28/08/2021,1300,13,27.1
28/08/2021,1400,14,27.8
28/08/2021,1500,15,28.3
28/08/2021,1600,16,28.5
28/08/2021,1700,17,27.4
28/08/2021,1800,18,27.1
28/08/2021,1900,19,26.5
28/08/2021,2000,20,25.1
28/08/2021,2100,21,24.1
28/08/2021,2200,22,23.1
28/08/2021,2300,23,22.3
29/08/2021,0000,00,21.5
29/08/2021,0100,01,21.5
29/08/2021,0200,02,21.6
29/08/2021,0300,03,21.5
29/08/2021,0400,04,21.3
29/08/2021,0500,05,21
29/08/2021,0600,06,21
29/08/2021,0700,07,20.9
29/08/2021,0800,08,20.9
29/08/2021,0900,09,21.1
29/08/2021,1000,10,22.3
29/08/2021,1100,11,23.7
29/08/2021,1200,12,24.2
29/08/2021,1300,13,24.9
29/08/2021,1400,14,25.6
29/08/2021,1500,15,24.9
29/08/2021,1600,16,23
29/08/2021,1700,17,26.9
29/08/2021,1800,18,26.1
29/08/2021,1900,19,24.9
29/08/2021,2000,20,24.1
29/08/2021,2100,21,23
29/08/2021,2200,22,22.3
29/08/2021,2300,23,21.6
30/08/2021,0000,00,21.4
30/08/2021,0100,01,21.2
30/08/2021,0200,02,20.8
30/08/2021,0300,03,20.7
30/08/2021,0400,04,20.6
30/08/2021,0500,05,20.5
30/08/2021,0600,06,20.3
30/08/2021,0700,07,20.1
30/08/2021,0800,08,20
30/08/2021,0900,09,20.8
30/08/2021,1000,10,22.3
30/08/2021,1100,11,23.6
30/08/2021,1200,12,24.9
30/08/2021,1300,13,26.4
30/08/2021,1400,14,25.1
30/08/2021,1500,15,25.1
30/08/2021,1600,16,26.3
30/08/2021,1700,17,27.3
30/08/2021,1800,18,27.5
30/08/2021,1900,19,26.4
30/08/2021,2000,20,24.3
30/08/2021,2100,21,22.9
30/08/2021,2200,22,21.7
30/08/2021,2300,23,21
31/08/2021,0000,00,20.6
31/08/2021,0100,01,20.3
31/08/2021,0200,02,20.1
31/08/2021,0300,03,20
31/08/2021,0400,04,20
31/08/2021,0500,05,19.8
31/08/2021,0600,06,19.9
31/08/2021,0700,07,19.7
31/08/2021,0800,08,19.4
31/08/2021,0900,09,20
31/08/2021,1000,10,21.5
31/08/2021,1100,11,22.5
31/08/2021,1200,12,25.4
31/08/2021,1300,13,25.5
31/08/2021,1400,14,26.7
31/08/2021,1500,15,26.7
31/08/2021,1600,16,27.5
31/08/2021,1700,17,27.4
31/08/2021,1800,18,26.3
31/08/2021,1900,19,25.1
31/08/2021,2000,20,24.2
31/08/2021,2100,21,23
31/08/2021,2200,22,21.9
31/08/2021,2300,23,21.1
01/09/2021,0000,00,20.5
01/09/2021,0100,01,20
01/09/2021,0200,02,20.1
01/09/2021,0300,03,20.3
01/09/2021,0400,04,20.2
01/09/2021,0500,05,19.9
01/09/2021,0600,06,19.4
01/09/2021,0700,07,19.2
01/09/2021,0800,08,19.4
01/09/2021,0900,09,19.8
01/09/2021,1000,10,21.4
01/09/2021,1100,11,22.7
01/09/2021,1200,12,24.1
01/09/2021,1300,13,23.8
01/09/2021,1400,14,25.8
01/09/2021,1500,15,26.2
01/09/2021,1600,16,27.5
01/09/2021,1700,17,26.7
01/09/2021,1800,18,27
01/09/2021,1900,19,24.6
01/09/2021,2000,20,23
01/09/2021,2100,21,22.3
01/09/2021,2200,22,22
01/09/2021,2300,23,21.6
02/09/2021,0000,00,21.2
02/09/2021,0100,01,20.5
02/09/2021,0200,02,19.8
02/09/2021,0300,03,19.6
02/09/2021,0400,04,19.7
02/09/2021,0500,05,19.2
02/09/2021,0600,06,18.7
02/09/2021,0700,07,18.7
02/09/2021,0800,08,18.4
02/09/2021,0900,09,19.6
02/09/2021,1000,10,21.4
02/09/2021,1100,11,23.6
02/09/2021,1200,12,25
02/09/2021,1300,13,26.1
02/09/2021,1400,14,27.4
02/09/2021,1500,15,27.9
02/09/2021,1600,16,28.4
02/09/2021,1700,17,29.2
02/09/2021,1800,18,27.9
02/09/2021,1900,19,27.4
02/09/2021,2000,20,25.7
02/09/2021,2100,21,24.2
02/09/2021,2200,22,22.8
02/09/2021,2300,23,22.1
03/09/2021,0000,00,21.5
03/09/2021,0100,01,21
03/09/2021,0200,02,20.6
03/09/2021,0300,03,20.2
03/09/2021,0400,04,19.9
03/09/2021,0500,05,19.4
03/09/2021,0600,06,19.3
03/09/2021,0700,07,19
03/09/2021,0800,08,18.7
03/09/2021,0900,09,19.7
03/09/2021,1000,10,21.7
03/09/2021,1100,11,23.7
03/09/2021,1200,12,25.3
03/09/2021,1300,13,25.2
03/09/2021,1400,14,24.8
03/09/2021,1500,15,25.6
03/09/2021,1600,16,26.5
03/09/2021,1700,17,27.3
03/09/2021,1800,18,27.4
03/09/2021,1900,19,26.5
03/09/2021,2000,20,25
03/09/2021,2100,21,23.7
03/09/2021,2200,22,22.5
03/09/2021,2300,23,21.9
04/09/2021,0000,00,21.5
04/09/2021,0100,01,21.3
04/09/2021,0200,02,21.1
04/09/2021,0300,03,21
04/09/2021,0400,04,20.8
04/09/2021,0500,05,21
04/09/2021,0600,06,20.7
04/09/2021,0700,07,20.6
04/09/2021,0800,08,20.8
04/09/2021,0900,09,21
04/09/2021,1000,10,22.1
04/09/2021,1100,11,22.7
04/09/2021,1200,12,24.1
04/09/2021,1300,13,23.9
04/09/2021,1400,14,25.8
04/09/2021,1500,15,28.3
04/09/2021,1600,16,28.1
04/09/2021,1700,17,28.6
04/09/2021,1800,18,27.9
04/09/2021,1900,19,26.9
04/09/2021,2000,20,25
04/09/2021,2100,21,23.5
04/09/2021,2200,22,22.4
04/09/2021,2300,23,21.9
05/09/2021,0000,00,21.6
05/09/2021,0100,01,21.4
05/09/2021,0200,02,21.3
05/09/2021,0300,03,21
05/09/2021,0400,04,20.9
05/09/2021,0500,05,20.7
05/09/2021,0600,06,20.6
05/09/2021,0700,07,20.4
05/09/2021,0800,08,20.4
05/09/2021,0900,09,20.6
05/09/2021,1000,10,21.7
05/09/2021,1100,11,22.9
05/09/2021,1200,12,24.4
05/09/2021,1300,13,26.7
05/09/2021,1400,14,26.7
05/09/2021,1500,15,27.6
05/09/2021,1600,16,29.5
05/09/2021,1700,17,26.8
05/09/2021,1800,18,27.4
05/09/2021,1900,19,26.6
05/09/2021,2000,20,25.2
05/09/2021,2100,21,23.9
05/09/2021,2200,22,23.1
05/09/2021,2300,23,22.5
06/09/2021,0000,00,21.8
06/09/2021,0100,01,21.5
06/09/2021,0200,02,21.3
06/09/2021,0300,03,21
06/09/2021,0400,04,20.8
06/09/2021,0500,05,20.6
06/09/2021,0600,06,20.6
06/09/2021,0700,07,20.4
06/09/2021,0800,08,20.2
06/09/2021,0900,09,20.3
06/09/2021,1000,10,21.5
06/09/2021,1100,11,24.4
06/09/2021,1200,12,24.9
06/09/2021,1300,13,27
06/09/2021,1400,14,28.4
06/09/2021,1500,15,29.7
06/09/2021,1600,16,29.3
06/09/2021,1700,17,29
06/09/2021,1800,18,28.6
06/09/2021,1900,19,27.2
06/09/2021,2000,20,25.5
06/09/2021,2100,21,23.8
06/09/2021,2200,22,22.5
06/09/2021,2300,23,21.6
07/09/2021,0000,00,21
07/09/2021,0100,01,20.6
07/09/2021,0200,02,20.5
07/09/2021,0300,03,20.4
07/09/2021,0400,04,19.9
07/09/2021,0500,05,19.7
07/09/2021,0600,06,19.7
07/09/2021,0700,07,19.5
07/09/2021,0800,08,19.4
07/09/2021,0900,09,20.7
07/09/2021,1000,10,22.4
07/09/2021,1100,11,23.2
07/09/2021,1200,12,24.7
07/09/2021,1300,13,26.6
07/09/2021,1400,14,27.8
07/09/2021,1500,15,28.8
07/09/2021,1600,16,28.5
07/09/2021,1700,17,29.7
07/09/2021,1800,18,29.1
07/09/2021,1900,19,28
07/09/2021,2000,20,26.2
07/09/2021,2100,21,24.9
07/09/2021,2200,22,23.2
07/09/2021,2300,23,22.2
08/09/2021,0000,00,22.2
08/09/2021,0100,01,21.9
08/09/2021,0200,02,21.8
08/09/2021,0300,03,21
08/09/2021,0400,04,21.5
08/09/2021,0500,05,21.1
08/09/2021,0600,06,21
08/09/2021,0700,07,19.9
08/09/2021,0800,08,20.1
08/09/2021,0900,09,20.4
08/09/2021,1000,10,21.2
08/09/2021,1100,11,20.7
08/09/2021,1200,12,23.8
08/09/2021,1300,13,24.9
08/09/2021,1400,14,26.5
08/09/2021,1500,15,27.9
08/09/2021,1600,16,28.4
08/09/2021,1700,17,28.5
08/09/2021,1800,18,28
08/09/2021,1900,19,27
08/09/2021,2000,20,25.4
08/09/2021,2100,21,23.8
08/09/2021,2200,22,22.5
08/09/2021,2300,23,21.6
09/09/2021,0000,00,20.9
09/09/2021,0100,01,20.4
09/09/2021,0200,02,19.9
09/09/2021,0300,03,19.5
09/09/2021,0400,04,19.3
09/09/2021,0500,05,19.1
09/09/2021,0600,06,18.9
09/09/2021,0700,07,18.7
09/09/2021,0800,08,19.1
09/09/2021,0900,09,19.8
09/09/2021,1000,10,21.3
09/09/2021,1100,11,22.9
09/09/2021,1200,12,24.5
09/09/2021,1300,13,26.6
09/09/2021,1400,14,27.6
09/09/2021,1500,15,29
09/09/2021,1600,16,28.9
09/09/2021,1700,17,29.6
09/09/2021,1800,18,29
09/09/2021,1900,19,27.8
09/09/2021,2000,20,25.9
09/09/2021,2100,21,24.2
09/09/2021,2200,22,23
09/09/2021,2300,23,21.9
10/09/2021,0000,00,21.2
10/09/2021,0100,01,20.6
10/09/2021,0200,02,20.2
10/09/2021,0300,03,20.1
10/09/2021,0400,04,20.2
10/09/2021,0500,05,20.3
10/09/2021,0600,06,19.9
10/09/2021,0700,07,19.7
10/09/2021,0800,08,19.3
10/09/2021,0900,09,20.4
10/09/2021,1000,10,21.5
10/09/2021,1100,11,22.9
10/09/2021,1200,12,25
10/09/2021,1300,13,26.9
10/09/2021,1400,14,28.3
10/09/2021,1500,15,29.7
10/09/2021,1600,16,29.4
10/09/2021,1700,17,29.7
10/09/2021,1800,18,29.9
10/09/2021,1900,19,27.9
10/09/2021,2000,20,26.3
10/09/2021,2100,21,24.2
10/09/2021,2200,22,22.9
10/09/2021,2300,23,21.8
11/09/2021,0000,00,21.2
11/09/2021,0100,01,20.8
11/09/2021,0200,02,20.5
11/09/2021,0300,03,20.4
11/09/2021,0400,04,20.3
11/09/2021,0500,05,20.3
11/09/2021,0600,06,19.8
11/09/2021,0700,07,19.8
11/09/2021,0800,08,19.9
11/09/2021,0900,09,20.5
11/09/2021,1000,10,20
11/09/2021,1100,11,20.3
11/09/2021,1200,12,23.7
11/09/2021,1300,13,25.9
11/09/2021,1400,14,27.5
11/09/2021,1500,15,28.4
11/09/2021,1600,16,29.5
11/09/2021,1700,17,28.7
11/09/2021,1800,18,27.7
11/09/2021,1900,19,26.5
11/09/2021,2000,20,25.1
11/09/2021,2100,21,23.7
11/09/2021,2200,22,22.9
11/09/2021,2300,23,22.2
12/09/2021,0000,00,22
12/09/2021,0100,01,21.3
12/09/2021,0200,02,21.2
12/09/2021,0300,03,20.7
12/09/2021,0400,04,20.3
12/09/2021,0500,05,20.4
12/09/2021,0600,06,20.1
12/09/2021,0700,07,19.9
12/09/2021,0800,08,20
12/09/2021,0900,09,20.7
12/09/2021,1000,10,22.4
12/09/2021,1100,11,23.6
12/09/2021,1200,12,24
12/09/2021,1300,13,25.1
12/09/2021,1400,14,26.3
12/09/2021,1500,15,28.1
12/09/2021,1600,16,27.7
12/09/2021,1700,17,28
12/09/2021,1800,18,27.5
12/09/2021,1900,19,26.4
12/09/2021,2000,20,25.4
12/09/2021,2100,21,24.4
12/09/2021,2200,22,23.6
12/09/2021,2300,23,22.8
13/09/2021,0000,00,22.3
13/09/2021,0100,01,21.6
13/09/2021,0200,02,21
13/09/2021,0300,03,21.2
13/09/2021,0400,04,20.9
13/09/2021,0500,05,20.7
13/09/2021,0600,06,20.6
13/09/2021,0700,07,20.5
13/09/2021,0800,08,20.3
13/09/2021,0900,09,21.1
13/09/2021,1000,10,22.3
13/09/2021,1100,11,22.5
13/09/2021,1200,12,24.3
13/09/2021,1300,13,24.1
13/09/2021,1400,14,28.3
13/09/2021,1500,15,28.2
13/09/2021,1600,16,28.2
13/09/2021,1700,17,28.1
13/09/2021,1800,18,28.5
13/09/2021,1900,19,27.6
13/09/2021,2000,20,25.6
13/09/2021,2100,21,24.3
13/09/2021,2200,22,23.1
13/09/2021,2300,23,22.5
14/09/2021,0000,00,22.4
14/09/2021,0100,01,22.1
14/09/2021,0200,02,21.4
14/09/2021,0300,03,20.9
14/09/2021,0400,04,20.8
14/09/2021,0500,05,20.8
14/09/2021,0600,06,20.9
14/09/2021,0700,07,20.9
14/09/2021,0800,08,21
14/09/2021,0900,09,21.2
14/09/2021,1000,10,22.9
14/09/2021,1100,11,24.2
14/09/2021,1200,12,26.6
14/09/2021,1300,13,27.2
14/09/2021,1400,14,29.4
14/09/2021,1500,15,30.2
14/09/2021,1600,16,29.7
14/09/2021,1700,17,29
14/09/2021,1800,18,28.2
14/09/2021,1900,19,26.7
14/09/2021,2000,20,25.5
14/09/2021,2100,21,24.8
14/09/2021,2200,22,23.8
14/09/2021,2300,23,23.4
15/09/2021,0000,00,22.8
15/09/2021,0100,01,22.5
15/09/2021,0200,02,22.3
15/09/2021,0300,03,21.9
15/09/2021,0400,04,21.9
15/09/2021,0500,05,21.5
15/09/2021,0600,06,21.8
15/09/2021,0700,07,21.8
15/09/2021,0800,08,21.8
15/09/2021,0900,09,22
15/09/2021,1000,10,22.7
15/09/2021,1100,11,24.7
15/09/2021,1200,12,24.8
15/09/2021,1300,13,26.7
15/09/2021,1400,14,27.1
15/09/2021,1500,15,27.7
15/09/2021,1600,16,29.5
15/09/2021,1700,17,29.5
15/09/2021,1800,18,29.3
15/09/2021,1900,19,27.3
15/09/2021,2000,20,25.8
15/09/2021,2100,21,24.8
15/09/2021,2200,22,23.5
15/09/2021,2300,23,22.7
16/09/2021,0000,00,22
16/09/2021,0100,01,21.4
16/09/2021,0200,02,21.1
16/09/2021,0300,03,20.8
16/09/2021,0400,04,20.7
16/09/2021,0500,05,21
16/09/2021,0600,06,21.1
16/09/2021,0700,07,20.9
16/09/2021,0800,08,21.2
16/09/2021,0900,09,21.7
16/09/2021,1000,10,23.1
16/09/2021,1100,11,24.5
16/09/2021,1200,12,26.6
16/09/2021,1300,13,27.5
16/09/2021,1400,14,28.5
16/09/2021,1500,15,29.6
16/09/2021,1600,16,29.3
16/09/2021,1700,17,30
16/09/2021,1800,18,29.1
16/09/2021,1900,19,28.3
16/09/2021,2000,20,25.8
16/09/2021,2100,21,24.6
16/09/2021,2200,22,23.3
16/09/2021,2300,23,22.5
17/09/2021,0000,00,21.8
17/09/2021,0100,01,21.3
17/09/2021,0200,02,21
17/09/2021,0300,03,20.9
17/09/2021,0400,04,20.4
17/09/2021,0500,05,20.2
17/09/2021,0600,06,20.1
17/09/2021,0700,07,20.2
17/09/2021,0800,08,20.2
17/09/2021,0900,09,21
17/09/2021,1000,10,23
17/09/2021,1100,11,25
17/09/2021,1200,12,26.4
17/09/2021,1300,13,27.3
17/09/2021,1400,14,29.1
17/09/2021,1500,15,29.7
17/09/2021,1600,16,30.2
17/09/2021,1700,17,30.9
17/09/2021,1800,18,29.7
17/09/2021,1900,19,28.4
17/09/2021,2000,20,26
17/09/2021,2100,21,24.2
17/09/2021,2200,22,23.3
17/09/2021,2300,23,22.8
18/09/2021,0000,00,22.7
18/09/2021,0100,01,22.3
18/09/2021,0200,02,21.8
18/09/2021,0300,03,21.4
18/09/2021,0400,04,21.1
18/09/2021,0500,05,20.9
18/09/2021,0600,06,20.8
18/09/2021,0700,07,20.5
18/09/2021,0800,08,20.2
18/09/2021,0900,09,21.1
18/09/2021,1000,10,22.5
18/09/2021,1100,11,24
18/09/2021,1200,12,25.7
18/09/2021,1300,13,26.8
18/09/2021,1400,14,28
18/09/2021,1500,15,29.2
18/09/2021,1600,16,29.4
18/09/2021,1700,17,29
18/09/2021,1800,18,28.6
18/09/2021,1900,19,27.4
18/09/2021,2000,20,25.5
18/09/2021,2100,21,24.2
18/09/2021,2200,22,23.1
18/09/2021,2300,23,22.2
19/09/2021,0000,00,22
19/09/2021,0100,01,21.5
19/09/2021,0200,02,21.1
19/09/2021,0300,03,20.6
19/09/2021,0400,04,20.4
19/09/2021,0500,05,20.1
19/09/2021,0600,06,19.8
19/09/2021,0700,07,19.5
19/09/2021,0800,08,19.4
19/09/2021,0900,09,20.5
19/09/2021,1000,10,22.1
19/09/2021,1100,11,24.3
19/09/2021,1200,12,25.7
19/09/2021,1300,13,27.2
19/09/2021,1400,14,28.6
19/09/2021,1500,15,29.8
19/09/2021,1600,16,30.7
19/09/2021,1700,17,30.1
19/09/2021,1800,18,29.6
19/09/2021,1900,19,28.6
19/09/2021,2000,20,26.3
19/09/2021,2100,21,24.2
19/09/2021,2200,22,22.8
19/09/2021,2300,23,21.9
20/09/2021,0000,00,21.6
20/09/2021,0100,01,21.4
20/09/2021,0200,02,21.2
20/09/2021,0300,03,20.9
20/09/2021,0400,04,20.6
20/09/2021,0500,05,20.6
20/09/2021,0600,06,20.6
20/09/2021,0700,07,20.4
20/09/2021,0800,08,20.3
20/09/2021,0900,09,20.8
20/09/2021,1000,10,21.5
20/09/2021,1100,11,23.3
20/09/2021,1200,12,25.5
20/09/2021,1300,13,26.4
20/09/2021,1400,14,27.7
20/09/2021,1500,15,29.8
20/09/2021,1600,16,29.1
20/09/2021,1700,17,30.3
20/09/2021,1800,18,28.3
20/09/2021,1900,19,27.2
20/09/2021,2000,20,25.3
20/09/2021,2100,21,23.5
20/09/2021,2200,22,22.2
20/09/2021,2300,23,21.6
21/09/2021,0000,00,21.2
21/09/2021,0100,01,21
21/09/2021,0200,02,20.5
21/09/2021,0300,03,20.2
21/09/2021,0400,04,20.1
21/09/2021,0500,05,19.7
21/09/2021,0600,06,19.7
21/09/2021,0700,07,19.7
21/09/2021,0800,08,19.6
21/09/2021,0900,09,21.1
21/09/2021,1000,10,22.4
21/09/2021,1100,11,24.3
21/09/2021,1200,12,26
21/09/2021,1300,13,27
21/09/2021,1400,14,28.1
21/09/2021,1500,15,29.9
21/09/2021,1600,16,31.2
21/09/2021,1700,17,31.6
21/09/2021,1800,18,30.8
21/09/2021,1900,19,29.8
21/09/2021,2000,20,27.6
21/09/2021,2100,21,25.8
21/09/2021,2200,22,24
21/09/2021,2300,23,22.6
22/09/2021,0000,00,21.7
22/09/2021,0100,01,21.4
22/09/2021,0200,02,21.6
22/09/2021,0300,03,21.5
22/09/2021,0400,04,21.3
22/09/2021,0500,05,21.4
22/09/2021,0600,06,21.4
22/09/2021,0700,07,21.3
22/09/2021,0800,08,21.4
22/09/2021,0900,09,21.8
22/09/2021,1000,10,23.2
22/09/2021,1100,11,25.1
22/09/2021,1200,12,26.7
22/09/2021,1300,13,28.3
22/09/2021,1400,14,29.7
22/09/2021,1500,15,30.9
22/09/2021,1600,16,31.5
22/09/2021,1700,17,31.3
22/09/2021,1800,18,31.9
22/09/2021,1900,19,30.5
22/09/2021,2000,20,28.4
22/09/2021,2100,21,26.1
22/09/2021,2200,22,24.4
22/09/2021,2300,23,23
23/09/2021,0000,00,22.2
23/09/2021,0100,01,21.6
23/09/2021,0200,02,21.1
23/09/2021,0300,03,21.3
23/09/2021,0400,04,21.6
23/09/2021,0500,05,21.8
23/09/2021,0600,06,21.9
23/09/2021,0700,07,21.9
23/09/2021,0800,08,21.7
23/09/2021,0900,09,22.2
23/09/2021,1000,10,23.1
23/09/2021,1100,11,24.9
23/09/2021,1200,12,27.1
23/09/2021,1300,13,29.1
23/09/2021,1400,14,29.4
23/09/2021,1500,15,30.4
23/09/2021,1600,16,31.4
23/09/2021,1700,17,31.5
23/09/2021,1800,18,31.2
23/09/2021,1900,19,29.2
23/09/2021,2000,20,26.7
23/09/2021,2100,21,25
23/09/2021,2200,22,23.9
23/09/2021,2300,23,23.4
24/09/2021,0000,00,22.9
24/09/2021,0100,01,22.6
24/09/2021,0200,02,22.3
24/09/2021,0300,03,22.2
24/09/2021,0400,04,22.2
24/09/2021,0500,05,22
24/09/2021,0600,06,21.6
24/09/2021,0700,07,21.5
24/09/2021,0800,08,21.5
24/09/2021,0900,09,21.9
24/09/2021,1000,10,24.3
24/09/2021,1100,11,24.8
24/09/2021,1200,12,25.1
24/09/2021,1300,13,24.2
24/09/2021,1400,14,27.3
24/09/2021,1500,15,26.2
24/09/2021,1600,16,25.2
24/09/2021,1700,17,24.9
24/09/2021,1800,18,24.5
24/09/2021,1900,19,25
24/09/2021,2000,20,23.9
24/09/2021,2100,21,23.3
24/09/2021,2200,22,22.8
24/09/2021,2300,23,22.4
25/09/2021,0000,00,21.9
25/09/2021,0100,01,21.7
25/09/2021,0200,02,21.4
25/09/2021,0300,03,21.3
25/09/2021,0400,04,21.3
25/09/2021,0500,05,21.3
25/09/2021,0600,06,21.2
25/09/2021,0700,07,21.2
25/09/2021,0800,08,21.1
25/09/2021,0900,09,21.4
25/09/2021,1000,10,22.5
25/09/2021,1100,11,23.6
25/09/2021,1200,12,25
25/09/2021,1300,13,28
25/09/2021,1400,14,28.7
25/09/2021,1500,15,28.2
25/09/2021,1600,16,29
25/09/2021,1700,17,29.4
25/09/2021,1800,18,28.8
25/09/2021,1900,19,26.9
25/09/2021,2000,20,25.6
25/09/2021,2100,21,24.5
25/09/2021,2200,22,23
25/09/2021,2300,23,22.3
26/09/2021,0000,00,22.1
26/09/2021,0100,01,21.8
26/09/2021,0200,02,21.5
26/09/2021,0300,03,21.4
26/09/2021,0400,04,21.1
26/09/2021,0500,05,21
26/09/2021,0600,06,21.2
26/09/2021,0700,07,20.9
26/09/2021,0800,08,20.7
26/09/2021,0900,09,21.8
26/09/2021,1000,10,22.9
26/09/2021,1100,11,25
26/09/2021,1200,12,26.8
26/09/2021,1300,13,28.4
26/09/2021,1400,14,29.2
26/09/2021,1500,15,29.7
26/09/2021,1600,16,29.4
26/09/2021,1700,17,29
26/09/2021,1800,18,26.6
26/09/2021,1900,19,26.2
26/09/2021,2000,20,25.3
26/09/2021,2100,21,24.6
26/09/2021,2200,22,23.9
26/09/2021,2300,23,23.3
27/09/2021,0000,00,21.8
27/09/2021,0100,01,21.7
27/09/2021,0200,02,20.9
27/09/2021,0300,03,21
27/09/2021,0400,04,21.2
27/09/2021,0500,05,21.3
27/09/2021,0600,06,21.5
27/09/2021,0700,07,21.6
27/09/2021,0800,08,21.3
27/09/2021,0900,09,20.9
27/09/2021,1000,10,21.7
27/09/2021,1100,11,23.4
27/09/2021,1200,12,24.3
27/09/2021,1300,13,27.1
27/09/2021,1400,14,27.4
27/09/2021,1500,15,27.7
27/09/2021,1600,16,28.9
27/09/2021,1700,17,27.8
27/09/2021,1800,18,27.7
27/09/2021,1900,19,26.6
27/09/2021,2000,20,25.2
27/09/2021,2100,21,24.6
27/09/2021,2200,22,24
27/09/2021,2300,23,23.1
28/09/2021,0000,00,22.8
28/09/2021,0100,01,22.4
28/09/2021,0200,02,22.4
28/09/2021,0300,03,22.2
28/09/2021,0400,04,21.8
28/09/2021,0500,05,21.6
28/09/2021,0600,06,21.5
28/09/2021,0700,07,21.4
28/09/2021,0800,08,21.3
28/09/2021,0900,09,21.6
28/09/2021,1000,10,22.7
28/09/2021,1100,11,24.8
28/09/2021,1200,12,26.2
28/09/2021,1300,13,28.3
28/09/2021,1400,14,29.2
28/09/2021,1500,15,29.1
28/09/2021,1600,16,29.7
28/09/2021,1700,17,29.5
28/09/2021,1800,18,28.7
28/09/2021,1900,19,27.9
28/09/2021,2000,20,26.6
28/09/2021,2100,21,25.4
28/09/2021,2200,22,24
28/09/2021,2300,23,23.6
29/09/2021,0000,00,23.3
29/09/2021,0100,01,22.8
29/09/2021,0200,02,22.2
29/09/2021,0300,03,21.8
29/09/2021,0400,04,21.6
29/09/2021,0500,05,21.5
29/09/2021,0600,06,21
29/09/2021,0700,07,21.1
29/09/2021,0800,08,20.9
29/09/2021,0900,09,20.2
29/09/2021,1000,10,20.7
29/09/2021,1100,11,21.4
29/09/2021,1200,12,22.1
29/09/2021,1300,13,23.6
29/09/2021,1400,14,25.9
29/09/2021,1500,15,27.7
29/09/2021,1600,16,28.7
29/09/2021,1700,17,28.9
29/09/2021,1800,18,28.5
29/09/2021,1900,19,27.9
29/09/2021,2000,20,26.4
29/09/2021,2100,21,25.2
29/09/2021,2200,22,24
29/09/2021,2300,23,23.1
30/09/2021,0000,00,22.6
30/09/2021,0100,01,22.5
30/09/2021,0200,02,21.6
30/09/2021,0300,03,21.6
30/09/2021,0400,04,21.6
30/09/2021,0500,05,21.6
30/09/2021,0600,06,21.5
30/09/2021,0700,07,21.3
30/09/2021,0800,08,21.1
30/09/2021,0900,09,21.2
30/09/2021,1000,10,22.1
30/09/2021,1100,11,23.6
30/09/2021,1200,12,26.3
30/09/2021,1300,13,27.6
30/09/2021,1400,14,29.1
30/09/2021,1500,15,29.8
30/09/2021,1600,16,30.2
30/09/2021,1700,17,30
30/09/2021,1800,18,29.1
30/09/2021,1900,19,27.8
30/09/2021,2000,20,26.3
30/09/2021,2100,21,24.7
30/09/2021,2200,22,23.6
30/09/2021,2300,23,22.8
