nome,data,hora,potencia,hora_simples
Pow-ACSuporte,20/10/2021,03:00:00,0,03
Pow-ACSuporte,20/10/2021,04:00:00,0,04
Pow-ACSuporte,20/10/2021,05:00:00,0,05
Pow-ACSuporte,20/10/2021,06:00:00,0,06
Pow-ACSuporte,20/10/2021,07:00:00,0,07
Pow-ACSuporte,20/10/2021,08:00:00,1868,08
Pow-ACSuporte,20/10/2021,09:00:00,1955,09
Pow-ACSuporte,20/10/2021,10:00:00,1972,10
Pow-ACSuporte,20/10/2021,11:00:00,1908,11
Pow-ACSuporte,20/10/2021,12:00:00,1850,12
Pow-ACSuporte,20/10/2021,13:00:00,1757,13
Pow-ACSuporte,20/10/2021,14:00:00,2064,14
Pow-ACSuporte,20/10/2021,15:00:00,2005,15
Pow-ACSuporte,20/10/2021,16:00:00,1820,16
Pow-ACSuporte,20/10/2021,17:00:00,762,17
Pow-ACSuporte,20/10/2021,18:00:00,0,18
Pow-ACSuporte,20/10/2021,19:00:00,0,19
Pow-ACSuporte,20/10/2021,20:00:00,0,20
Pow-ACSuporte,20/10/2021,21:00:00,0,21
Pow-ACSuporte,20/10/2021,22:00:00,0,22
Pow-ACSuporte,20/10/2021,23:00:00,0,23
Pow-ACSuporte,21/10/2021,00:00:00,0,00
Pow-ACSuporte,21/10/2021,01:00:00,0,01
Pow-ACSuporte,21/10/2021,02:00:00,0,02
Pow-ACSuporte,21/10/2021,03:00:00,0,03
Pow-ACSuporte,21/10/2021,04:00:00,0,04
Pow-ACSuporte,21/10/2021,05:00:00,0,05
Pow-ACSuporte,21/10/2021,06:00:00,0,06
Pow-ACSuporte,21/10/2021,07:00:00,1064,07
Pow-ACSuporte,21/10/2021,08:00:00,2075,08
Pow-ACSuporte,21/10/2021,09:00:00,1943,09
Pow-ACSuporte,21/10/2021,10:00:00,1959,10
Pow-ACSuporte,21/10/2021,11:00:00,1935,11
Pow-ACSuporte,21/10/2021,12:00:00,2043,12
Pow-ACSuporte,21/10/2021,13:00:00,2025,13
Pow-ACSuporte,21/10/2021,14:00:00,2024,14
Pow-ACSuporte,21/10/2021,15:00:00,2000,15
Pow-ACSuporte,21/10/2021,16:00:00,1801,16
Pow-ACSuporte,21/10/2021,17:00:00,0,17
Pow-ACSuporte,21/10/2021,18:00:00,0,18
Pow-ACSuporte,21/10/2021,19:00:00,0,19
Pow-ACSuporte,21/10/2021,20:00:00,0,20
Pow-ACSuporte,21/10/2021,21:00:00,0,21
Pow-ACSuporte,21/10/2021,22:00:00,0,22
Pow-ACSuporte,21/10/2021,23:00:00,0,23
Pow-ACSuporte,22/10/2021,00:00:00,0,00
Pow-ACSuporte,22/10/2021,01:00:00,0,01
Pow-ACSuporte,22/10/2021,02:00:00,0,02
Pow-ACSuporte,22/10/2021,03:00:00,0,03
Pow-ACSuporte,22/10/2021,04:00:00,0,04
Pow-ACSuporte,22/10/2021,05:00:00,0,05
Pow-ACSuporte,22/10/2021,06:00:00,0,06
Pow-ACSuporte,22/10/2021,07:00:00,1631,07
Pow-ACSuporte,22/10/2021,08:00:00,1765,08
Pow-ACSuporte,22/10/2021,09:00:00,1779,09
Pow-ACSuporte,22/10/2021,10:00:00,1929,10
Pow-ACSuporte,22/10/2021,11:00:00,1976,11
Pow-ACSuporte,22/10/2021,12:00:00,1942,12
Pow-ACSuporte,22/10/2021,13:00:00,1931,13
Pow-ACSuporte,22/10/2021,14:00:00,2028,14
Pow-ACSuporte,22/10/2021,15:00:00,2111,15
Pow-ACSuporte,22/10/2021,16:00:00,2052,16
Pow-ACSuporte,22/10/2021,17:00:00,1631,17
Pow-ACSuporte,22/10/2021,18:00:00,0,18
Pow-ACSuporte,22/10/2021,19:00:00,0,19
Pow-ACSuporte,22/10/2021,20:00:00,0,20
Pow-ACSuporte,22/10/2021,21:00:00,0,21
Pow-ACSuporte,22/10/2021,22:00:00,0,22
Pow-ACSuporte,22/10/2021,23:00:00,0,23
